customer_id,customer_name,email,first_completed_visit_date,first_visit_source,preferred_staff_name,contact_permission
C0671,Jack Clark,customer0671@example.com,1/9/2026,Appointment history,Matthew,yes
C0672,Henry Clark,customer0672@example.com,1/9/2026,Appointment history,Sarah,yes
C0673,Leo Clark,customer0673@example.com,2/9/2026,Appointment history,Sarah,yes
C0674,Liam Clark,customer0674@example.com,3/9/2026,Appointment history,Sam,yes
C0675,Lucas Clark,customer0675@example.com,4/9/2026,Appointment history,Matthew,yes
C0676,William Clark,customer0676@example.com,1/9/2026,Appointment history,Sam,yes
C0677,James Clark,customer0677@example.com,31/8/2026,Appointment history,Sarah,yes
C0678,Ethan Clark,customer0678@example.com,1/9/2026,Appointment history,Sam,yes
C0679,Aria Clark,customer0679@example.com,2/9/2026,Appointment history,Sam,yes
C0680,Layla Clark,customer0680@example.com,31/8/2026,Appointment history,Matthew,yes
C0681,Harper Clark,customer0681@example.com,2/9/2026,Appointment history,Sam,yes
C0682,Alice Clark,customer0682@example.com,1/9/2026,Appointment history,Sam,yes
C0683,Ivy Clark,customer0683@example.com,3/9/2026,Appointment history,Matthew,yes
C0684,Willow Clark,customer0684@example.com,1/9/2026,Appointment history,Matthew,yes
C0685,Olivia Lewis,customer0685@example.com,4/9/2026,Appointment history,Sam,yes
C0686,Amelia Lewis,customer0686@example.com,10/9/2026,Appointment history,Matthew,yes
C0687,Charlotte Lewis,customer0687@example.com,11/9/2026,Appointment history,Matthew,yes
C0688,Isla Lewis,customer0688@example.com,10/9/2026,Appointment history,Matthew,yes
C0689,Mia Lewis,customer0689@example.com,8/9/2026,Appointment history,Matthew,yes
C0690,Ava Lewis,customer0690@example.com,11/9/2026,Appointment history,Matthew,yes
C0691,Grace Lewis,customer0691@example.com,9/9/2026,Appointment history,Matthew,yes
C0692,Chloe Lewis,customer0692@example.com,9/9/2026,Appointment history,Sam,yes
C0693,Zoe Lewis,customer0693@example.com,8/9/2026,Appointment history,Sarah,yes
C0694,Lily Lewis,customer0694@example.com,9/9/2026,Appointment history,Matthew,yes
C0695,Emily Lewis,customer0695@example.com,9/9/2026,Appointment history,Matthew,yes
C0696,Sophie Lewis,customer0696@example.com,9/9/2026,Appointment history,Sam,yes
C0697,Ella Lewis,customer0697@example.com,8/9/2026,Appointment history,Sarah,yes
C0698,Ruby Lewis,customer0698@example.com,8/9/2026,Appointment history,Sarah,yes
C0699,Lucy Lewis,customer0699@example.com,9/9/2026,Appointment history,Sam,yes
C0700,Jessica Lewis,customer0700@example.com,8/9/2026,Appointment history,Sarah,yes
C0701,Emma Lewis,customer0701@example.com,9/9/2026,Appointment history,Matthew,yes
C0702,Hannah Lewis,customer0702@example.com,7/9/2026,Appointment history,Sarah,yes
C0703,Sienna Lewis,customer0703@example.com,9/9/2026,Appointment history,Sam,yes
C0704,Sofia Lewis,customer0704@example.com,7/9/2026,Appointment history,Sam,yes
C0705,Noah Lewis,customer0705@example.com,8/9/2026,Appointment history,Sarah,yes
C0706,Oliver Lewis,customer0706@example.com,8/9/2026,Appointment history,Matthew,yes
C0707,Jack Lewis,customer0707@example.com,7/9/2026,Appointment history,Matthew,yes
C0708,Henry Lewis,customer0708@example.com,8/9/2026,Appointment history,Matthew,yes
C0709,Leo Lewis,customer0709@example.com,8/9/2026,Appointment history,Sarah,yes
C0710,Liam Lewis,customer0710@example.com,9/9/2026,Appointment history,Sarah,yes
C0711,Lucas Lewis,customer0711@example.com,8/9/2026,Appointment history,Sam,yes
C0712,William Lewis,customer0712@example.com,11/9/2026,Appointment history,Sam,yes
C0713,James Lewis,customer0713@example.com,8/9/2026,Appointment history,Sam,yes
C0714,Ethan Lewis,customer0714@example.com,8/9/2026,Appointment history,Matthew,yes
C0715,Aria Lewis,customer0715@example.com,9/9/2026,Appointment history,Matthew,yes
C0716,Layla Lewis,customer0716@example.com,8/9/2026,Appointment history,Sarah,yes
C0717,Harper Lewis,customer0717@example.com,8/9/2026,Appointment history,Sam,yes
C0718,Alice Lewis,customer0718@example.com,9/9/2026,Appointment history,Sarah,yes
C0719,Ivy Lewis,customer0719@example.com,9/9/2026,Appointment history,Sam,yes
C0720,Willow Lewis,customer0720@example.com,,Appointment history,Sarah,yes
C0721,Olivia Robinson,customer0721@example.com,,Appointment history,Sarah,yes
C0722,Amelia Robinson,customer0722@example.com,,Appointment history,Matthew,yes
C0723,Charlotte Robinson,customer0723@example.com,,Appointment history,Matthew,yes
C0724,Isla Robinson,customer0724@example.com,,Appointment history,Sam,yes
C0725,Mia Robinson,customer0725@example.com,,Appointment history,Sam,yes
C0726,Ava Robinson,customer0726@example.com,,Appointment history,Sam,yes
C0727,Grace Robinson,customer0727@example.com,,Appointment history,Matthew,yes
C0728,Chloe Robinson,customer0728@example.com,,Appointment history,Sarah,yes
C0729,Zoe Robinson,customer0729@example.com,,Appointment history,Matthew,yes
C0730,Lily Robinson,customer0730@example.com,,Appointment history,Matthew,yes
C0731,Emily Robinson,customer0731@example.com,,Appointment history,Sam,yes
C0732,Sophie Robinson,customer0732@example.com,,Appointment history,Sam,yes
C0733,Ella Robinson,customer0733@example.com,,Appointment history,Sam,yes
C0734,Ruby Robinson,customer0734@example.com,,Appointment history,Sam,yes
C0735,Lucy Robinson,customer0735@example.com,,Appointment history,Sarah,yes
C0736,Jessica Robinson,customer0736@example.com,,Appointment history,Sam,yes
C0737,Emma Robinson,customer0737@example.com,,Appointment history,Sarah,yes
C0738,Hannah Robinson,customer0738@example.com,,Appointment history,Matthew,yes
C0739,Sienna Robinson,customer0739@example.com,,Appointment history,Matthew,yes
C0740,Sofia Robinson,customer0740@example.com,,Appointment history,Matthew,yes
C0741,Noah Robinson,customer0741@example.com,,Appointment history,Matthew,yes
C0742,Oliver Robinson,customer0742@example.com,,Appointment history,Matthew,yes
C0743,Jack Robinson,customer0743@example.com,,Appointment history,Sarah,yes
